total,paid_total,balance,breakdowns_labor_0_hours,breakdowns_labor_0_rate,breakdowns_material_0_rate,Slug,Total,Labor0Breakdown_quantity0total0,Labor0Breakdown_hourstotal,Labor0Breakdown_ratetotal
880.00,879.00,1.00,2.00,150.00,0.00,734.00,0.00,2.00,5.00,310.00
2900.00,2900.00,0.00,14.00,160.00,0.00,742.00,2900.00,1.00,14.00,160.00
5580.00,5580.00,0.00,0.00,0.00,300.00,747.00,5580.00,0.00,0.00,0.00
3696.00,3696.00,0.00,14.00,165.00,0.00,748.00,0.00,2.00,19.00,325.00
1120.00,1288.00,-168.00,7.00,160.00,0.00,751.00,0.00,1.00,7.00,160.00
13000.00,13000.00,0.00,0.00,0.00,0.00,752.00,13000.00,0.00,0.00,0.00
5640.75,5640.00,0.75,21.00,165.00,0.00,754.00,0.00,2.00,30.00,325.00
2030.00,2030.00,0.00,6.00,165.00,0.00,758.00,0.00,2.00,10.00,325.00
1711.63,1711.00,0.63,5.00,165.00,0.00,759.00,0.00,2.00,9.00,325.00
37500.00,37500.00,0.00,0.00,0.00,0.00,762.00,37500.00,0.00,0.00,0.00
8320.00,8320.00,0.00,0.00,0.00,0.00,763.00,8320.00,0.00,0.00,0.00
9000.00,9000.00,0.00,0.00,0.00,0.00,764.00,9000.00,0.00,0.00,0.00
13000.00,13000.00,0.00,0.00,0.00,0.00,766.00,13000.00,0.00,0.00,0.00
3752.44,3752.00,0.44,21.00,165.00,0.00,774.00,3752.44,2.00,21.00,165.00
1840.00,1840.00,0.00,0.00,0.00,0.00,778.00,1840.00,0.00,0.00,0.00
-1270.00,-1270.00,0.00,0.00,0.00,0.00,780.00,-1270.00,0.00,0.00,0.00
11455.00,11455.00,0.00,0.00,0.00,0.00,781.00,11455.00,0.00,0.00,0.00
1327.38,1327.38,0.00,7.00,165.00,0.00,786.00,1327.38,1.00,7.00,165.00
4186.00,4186.00,0.00,21.00,165.00,0.00,788.00,4186.00,2.00,35.00,325.00
5416.80,5416.00,0.80,8.00,205.00,0.00,789.00,0.00,3.00,16.00,405.00
0.00,2254.00,-2254.00,0.00,0.00,0.00,806.00,0.00,0.00,0.00,0.00
0.00,1127.00,-1127.00,0.00,0.00,0.00,808.00,0.00,0.00,0.00,0.00
8000.00,8000.00,0.00,0.00,0.00,0.00,818.00,8000.00,0.00,0.00,0.00
4920.00,4920.00,0.00,10.00,205.00,0.00,822.00,0.00,2.00,10.00,205.00
0.00,2254.00,-2254.00,0.00,0.00,0.00,832.00,0.00,0.00,0.00,0.00
2775.00,0.00,2775.00,7.00,165.00,0.00,847.00,0.00,2.00,14.00,325.00
2055.00,2055.00,0.00,7.00,165.00,0.00,848.00,0.00,1.00,7.00,165.00
0.00,9566.00,-9566.00,0.00,0.00,0.00,850.00,0.00,0.00,0.00,0.00
1600.00,1600.00,0.00,7.00,205.00,0.00,853.00,1600.00,1.00,7.00,205.00
5865.00,2932.50,2932.50,0.00,160.00,0.00,855.00,5865.00,0.00,0.00,160.00
4030.00,4030.00,0.00,8.00,155.00,0.00,857.00,0.00,3.00,16.00,305.00
32256.00,32256.00,0.00,0.00,165.00,0.00,862.00,32256.00,0.00,0.00,165.00
40802.00,40802.00,0.00,0.00,0.00,0.00,865.00,40802.00,0.00,0.00,0.00
3551.00,3551.00,0.00,21.00,151.00,0.00,870.00,3551.00,2.00,28.00,262.00
0.00,2415.00,-2415.00,10.00,210.00,0.00,873.00,0.00,1.00,10.00,210.00
1126355.79,1122848.79,3507.00,0.00,0.00,0.00,875.00,1126355.79,0.00,0.00,0.00
7470.00,7470.00,0.00,0.00,0.00,0.00,882.00,7470.00,0.00,0.00,0.00
3430.00,3430.00,0.00,0.00,0.00,0.00,884.00,3430.00,0.00,0.00,0.00
3035.00,3035.00,0.00,7.00,205.00,0.00,896.00,3035.00,2.00,14.00,405.00
2230.00,2230.00,0.00,6.00,165.00,0.00,898.00,0.00,2.00,6.00,165.00
2431.10,2431.00,0.10,7.00,151.00,0.00,899.00,0.00,2.00,7.00,151.00
569.25,569.00,0.25,3.00,165.00,0.00,909.00,0.00,1.00,3.00,165.00
900.90,900.00,0.90,4.00,165.00,0.00,910.00,900.00,1.00,4.00,165.00
563.50,563.00,0.50,2.00,165.00,0.00,914.00,0.00,2.00,3.00,325.00
0.00,4925.00,-4925.00,21.00,225.00,0.00,921.00,0.00,1.00,21.00,225.00
2500.00,2500.00,0.00,10.00,225.00,0.00,922.00,2500.00,2.00,14.00,425.00
3105.90,3105.00,0.90,16.00,151.92,0.00,925.00,0.00,1.00,16.00,151.92
3335.66,3335.00,0.66,7.00,205.00,0.00,936.00,0.00,2.00,14.00,405.00
1200.00,1200.00,0.00,0.00,0.00,0.00,941.00,1200.00,0.00,0.00,0.00
0.00,16321.00,-16321.00,0.00,0.00,0.00,946.00,0.00,0.00,0.00,0.00
13340.49,9590.00,3750.49,16.00,165.00,3750.00,947.00,0.00,3.00,37.00,325.00
0.00,0.00,0.00,0.00,0.00,0.00,952.00,0.00,0.00,0.00,0.00
43500.00,43500.00,0.00,0.00,0.00,0.00,958.00,43500.00,0.00,0.00,0.00
3115.70,3115.00,0.70,10.00,165.00,0.00,961.00,0.00,2.00,17.00,325.00
945.29,945.00,0.29,5.00,165.00,0.00,962.00,0.00,1.00,5.00,165.00
1900.69,1900.00,0.69,7.00,165.00,0.00,963.00,0.00,2.00,10.00,325.00
975.56,975.00,0.56,5.00,165.00,0.00,968.00,0.00,1.00,5.00,165.00
3600.00,3600.00,0.00,7.00,111.00,0.00,982.00,3600.00,3.00,21.00,262.00
25380.00,25830.00,-450.00,0.00,0.00,0.00,986.00,25380.00,0.00,0.00,0.00
3485.00,3485.00,0.00,0.00,0.00,0.00,990.00,3485.00,0.00,0.00,0.00
0.00,3920.00,-3920.00,0.00,0.00,0.00,997.00,0.00,0.00,0.00,0.00
-6100.00,-6100.00,0.00,0.00,0.00,0.00,1005.00,-6100.00,0.00,0.00,0.00
0.00,2415.00,-2415.00,0.00,0.00,0.00,1009.00,0.00,0.00,0.00,0.00
4092.00,4092.00,0.00,7.00,165.00,627.00,1011.00,0.00,3.00,7.00,165.00
0.00,5175.00,-5175.00,0.00,0.00,0.00,1016.00,0.00,0.00,0.00,0.00
9495.00,9495.00,0.00,0.00,0.00,0.00,1020.00,9495.00,0.00,0.00,0.00
1275.00,1275.00,0.00,0.00,0.00,0.00,1028.00,1275.00,0.00,0.00,0.00
6860.00,6100.00,760.00,0.00,0.00,0.00,1029.00,6860.00,4.00,14.00,910.00
4000.00,4000.00,0.00,0.00,0.00,0.00,1030.00,4000.00,0.00,0.00,0.00
0.00,660.00,-660.00,4.00,165.00,0.00,1041.00,0.00,1.00,4.00,165.00
3600.00,3600.00,0.00,0.00,0.00,0.00,1042.00,3600.00,0.00,0.00,0.00
4165.00,4165.00,0.00,0.00,0.00,0.00,1043.00,4165.00,0.00,0.00,0.00
3260.00,0.00,3260.00,0.00,0.00,0.00,1052.00,3260.00,0.00,0.00,0.00
3260.00,3260.00,0.00,0.00,0.00,0.00,1053.00,3260.00,0.00,0.00,0.00
0.00,1328.00,-1328.00,0.00,0.00,0.00,1054.00,0.00,0.00,0.00,0.00
1275.00,1275.00,0.00,0.00,0.00,0.00,1057.00,1275.00,1.00,5.00,205.00
5005.00,5005.00,0.00,0.00,0.00,0.00,1058.00,5005.00,0.00,0.00,0.00
0.00,1403.00,-1403.00,4.00,205.00,0.00,1060.00,0.00,2.00,6.00,405.00
1888.00,1888.00,0.00,0.00,0.00,0.00,1062.00,1888.00,0.00,0.00,0.00
9301.00,9301.00,0.00,28.00,165.00,0.00,1068.00,9301.00,2.00,40.00,325.00
7650.00,7650.00,0.00,0.00,0.00,0.00,1071.00,7650.00,0.00,0.00,0.00
20000.00,20000.00,0.00,0.00,0.00,0.00,1074.00,20000.00,0.00,0.00,0.00
1905.00,1905.00,0.00,0.00,0.00,0.00,1076.00,1905.00,2.00,10.00,262.00
8569.00,8569.00,0.00,0.00,0.00,0.00,1077.00,8569.00,0.00,0.00,0.00
1888.00,1888.00,0.00,0.00,0.00,0.00,1078.00,1888.00,0.00,0.00,0.00
8934.00,8934.00,0.00,0.00,0.00,0.00,1079.00,8934.00,0.00,0.00,0.00
1251.00,1251.00,0.00,0.00,0.00,0.00,1080.00,1251.00,2.00,8.00,262.00
12000.00,12000.00,0.00,0.00,0.00,0.00,1083.00,12000.00,2.00,32.00,165.00
2500.00,0.00,2500.00,0.00,0.00,0.00,1084.00,2500.00,0.00,0.00,0.00
0.00,14312.00,-14312.00,0.00,0.00,0.00,1085.00,0.00,0.00,0.00,0.00
2490.00,0.00,2490.00,0.00,0.00,0.00,1088.00,2490.00,0.00,0.00,0.00
1290.00,1290.00,0.00,0.00,0.00,0.00,1090.00,1290.00,2.00,3.00,165.00
3465.00,3465.00,0.00,0.00,0.00,0.00,1093.00,3465.00,0.00,0.00,0.00
4000.00,4000.00,0.00,0.00,0.00,0.00,1094.00,4000.00,0.00,0.00,0.00
1920.00,1920.00,0.00,0.00,0.00,0.00,1103.00,1920.00,2.00,8.00,405.00
3000.00,3000.00,0.00,0.00,0.00,0.00,1108.00,3000.00,0.00,0.00,0.00
814.00,814.00,0.00,4.00,165.00,154.00,1110.00,1895.00,1.00,4.00,165.00
0.00,40000.00,-40000.00,0.00,0.00,0.00,1113.00,0.00,0.00,0.00,0.00
550.00,0.00,550.00,0.00,0.00,0.00,1114.00,550.00,0.00,0.00,0.00
2009.00,2310.00,-301.00,21.00,59.00,0.00,1115.00,0.00,2.00,35.00,59.00
0.00,3100.00,-3100.00,6.00,165.00,0.00,1119.00,3100.00,2.00,6.00,165.00
0.00,3961.00,-3961.00,0.00,0.00,0.00,1123.00,0.00,0.00,0.00,0.00
1640.00,1640.00,0.00,0.00,0.00,0.00,1126.00,1640.00,0.00,0.00,0.00
3595.00,3595.00,0.00,0.00,0.00,0.00,1130.00,3595.00,0.00,0.00,0.00
6750.00,6750.00,0.00,0.00,0.00,0.00,1131.00,6750.00,0.00,0.00,0.00
1455.08,1455.00,0.08,5.00,165.00,0.00,1135.00,0.00,2.00,8.00,325.00
3930.12,3930.00,0.12,12.00,165.00,0.00,1136.00,0.00,2.00,22.00,325.00
8975.00,8975.00,0.00,0.00,0.00,0.00,1160.00,8975.00,0.00,0.00,0.00
3850.00,3850.00,0.00,0.00,0.00,0.00,1162.00,3850.00,3.00,23.00,325.00
3451.00,3451.00,0.00,0.00,0.00,0.00,1165.00,3451.00,3.00,21.00,262.00
1470.00,1470.00,0.00,0.00,0.00,0.00,1168.00,1470.00,1.00,7.00,210.00
3500.00,3500.00,0.00,0.00,0.00,0.00,1169.00,3500.00,0.00,0.00,0.00
5782.00,5782.00,0.00,0.00,0.00,0.00,1171.00,5782.00,3.00,42.00,262.00
5425.36,5425.00,0.36,0.00,0.00,0.00,1172.00,5425.36,0.00,0.00,0.00
3755.00,3755.00,0.00,0.00,0.00,0.00,1173.00,3755.00,0.00,0.00,0.00
1495.00,1495.00,0.00,0.00,0.00,0.00,1175.00,1495.00,0.00,0.00,0.00
2722.00,2722.00,0.00,0.00,0.00,0.00,1176.00,2722.00,0.00,0.00,0.00
14890.00,14890.00,0.00,0.00,0.00,0.00,1177.00,14890.00,0.00,0.00,0.00
2910.00,2910.00,0.00,0.00,0.00,0.00,1180.00,2910.00,0.00,0.00,0.00
7300.00,7300.00,0.00,0.00,0.00,0.00,1188.00,7300.00,2.00,21.00,325.00
2210.00,0.00,2210.00,0.00,0.00,0.00,1189.00,2210.00,2.00,10.00,405.00
3790.00,3790.00,0.00,0.00,0.00,0.00,1191.00,3790.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,1192.00,2000.00,0.00,0.00,0.00
1400.00,1400.00,0.00,0.00,0.00,0.00,1193.00,1400.00,0.00,0.00,0.00
2758.00,2758.00,0.00,0.00,0.00,0.00,1200.00,2758.00,0.00,0.00,0.00
0.00,19540.00,-19540.00,0.00,0.00,0.00,1203.00,0.00,0.00,0.00,0.00
8855.00,8855.00,0.00,0.00,0.00,0.00,1205.00,8855.00,0.00,0.00,0.00
2800.00,2800.00,0.00,0.00,0.00,0.00,1207.00,2800.00,0.00,0.00,0.00
3580.00,0.00,3580.00,0.00,0.00,0.00,1213.00,3580.00,0.00,0.00,0.00
10580.00,10580.00,0.00,0.00,0.00,0.00,1220.00,10580.00,0.00,0.00,0.00
0.00,4055.00,-4055.00,0.00,0.00,0.00,1224.00,0.00,0.00,0.00,0.00
13040.00,13040.00,0.00,0.00,0.00,0.00,1228.00,13040.00,0.00,0.00,0.00
4800.00,4800.00,0.00,0.00,0.00,0.00,1231.00,4800.00,0.00,0.00,0.00
11992.00,11992.00,0.00,0.00,0.00,0.00,1233.00,11992.00,0.00,0.00,0.00
750.00,750.00,0.00,0.00,0.00,0.00,1235.00,750.00,0.00,0.00,0.00
900.00,900.00,0.00,0.00,0.00,0.00,1238.00,900.00,0.00,0.00,0.00
2084.00,2084.00,0.00,0.00,0.00,0.00,1239.00,2084.00,0.00,0.00,0.00
2084.00,2084.00,0.00,0.00,0.00,0.00,1240.00,2084.00,0.00,0.00,0.00
6128.00,6128.00,0.00,0.00,0.00,0.00,1242.00,6128.00,0.00,0.00,0.00
6511.00,6511.00,0.00,0.00,0.00,0.00,1247.00,6511.00,0.00,0.00,0.00
378.00,378.00,0.00,0.00,0.00,0.00,1249.00,378.00,0.00,0.00,0.00
5000.00,5000.00,0.00,0.00,0.00,0.00,1250.00,5000.00,0.00,0.00,0.00
800.00,800.00,0.00,0.00,0.00,0.00,1252.00,800.00,0.00,0.00,0.00
1834.00,1834.00,0.00,0.00,0.00,0.00,1253.00,1834.00,0.00,0.00,0.00
10532.00,10532.00,0.00,0.00,0.00,0.00,1254.00,10532.00,0.00,0.00,0.00
15000.00,15000.00,0.00,0.00,0.00,0.00,1262.00,15000.00,0.00,0.00,0.00
5685.00,5685.00,0.00,0.00,0.00,0.00,1263.00,5685.00,0.00,0.00,0.00
3795.00,0.00,3795.00,0.00,0.00,0.00,1265.00,3795.00,0.00,0.00,0.00
3500.00,3500.00,0.00,0.00,0.00,0.00,1266.00,3500.00,0.00,0.00,0.00
937.00,937.00,0.00,0.00,0.00,0.00,1267.00,937.00,0.00,0.00,0.00
3900.00,3900.00,0.00,0.00,0.00,0.00,1268.00,3900.00,0.00,0.00,0.00
1324.00,1324.00,0.00,0.00,0.00,0.00,1270.00,1324.00,0.00,0.00,0.00
14455.00,14455.00,0.00,0.00,0.00,0.00,1271.00,14455.00,0.00,0.00,0.00
3470.00,3470.00,0.00,0.00,0.00,0.00,1276.00,3470.00,0.00,0.00,0.00
9000.00,0.00,9000.00,0.00,0.00,0.00,1277.00,9000.00,0.00,0.00,0.00
2735.00,2735.00,0.00,0.00,0.00,0.00,1281.00,2735.00,0.00,0.00,0.00
906.00,906.00,0.00,0.00,0.00,0.00,1284.00,906.00,0.00,0.00,0.00
2585.00,2585.00,0.00,0.00,0.00,0.00,1285.00,2585.00,0.00,0.00,0.00
3575.00,3575.00,0.00,0.00,0.00,0.00,1286.00,3575.00,0.00,0.00,0.00
855.00,855.00,0.00,0.00,0.00,0.00,1287.00,855.00,0.00,0.00,0.00
0.00,24506.00,-24506.00,0.00,0.00,0.00,1299.00,0.00,0.00,0.00,0.00
0.00,2768.00,-2768.00,0.00,0.00,0.00,1301.00,0.00,0.00,0.00,0.00
0.00,5600.00,-5600.00,0.00,0.00,0.00,1303.00,0.00,0.00,0.00,0.00
0.00,15014.00,-15014.00,0.00,0.00,0.00,1305.00,0.00,0.00,0.00,0.00
5500.00,5500.00,0.00,0.00,0.00,0.00,1317.00,5500.00,0.00,0.00,0.00
19500.00,19500.00,0.00,0.00,0.00,0.00,1318.00,19500.00,0.00,0.00,0.00
25600.00,25600.00,0.00,0.00,0.00,0.00,1319.00,25600.00,0.00,0.00,0.00
34500.00,34500.00,0.00,0.00,0.00,0.00,1321.00,34500.00,0.00,0.00,0.00
6250.00,6250.00,0.00,0.00,0.00,0.00,1324.00,6250.00,0.00,0.00,0.00
1538.00,1538.00,0.00,0.00,0.00,0.00,1327.00,1538.00,0.00,0.00,0.00
21000.00,21000.00,0.00,0.00,0.00,0.00,1343.00,21000.00,0.00,0.00,0.00
5600.00,5600.00,0.00,0.00,0.00,0.00,1346.00,5600.00,0.00,0.00,0.00
6000.00,6000.00,0.00,0.00,0.00,0.00,1347.00,6000.00,0.00,0.00,0.00
0.00,25179.00,-25179.00,0.00,0.00,0.00,1351.00,0.00,0.00,0.00,0.00
2800.00,2800.00,0.00,0.00,0.00,0.00,1355.00,2800.00,0.00,0.00,0.00
18000.00,18000.00,0.00,0.00,0.00,0.00,1357.00,18000.00,0.00,0.00,0.00
5000.00,5000.00,0.00,0.00,0.00,0.00,1359.00,5000.00,0.00,0.00,0.00
4051.00,4051.00,0.00,0.00,0.00,0.00,1362.00,4051.00,0.00,0.00,0.00
-1400.00,-1400.00,0.00,0.00,0.00,0.00,1363.00,-1400.00,0.00,0.00,0.00
48500.00,0.00,48500.00,0.00,0.00,0.00,1365.00,48500.00,0.00,0.00,0.00
30255.00,30255.00,0.00,0.00,0.00,0.00,1368.00,30255.00,0.00,0.00,0.00
120500.00,120500.00,0.00,0.00,0.00,0.00,1373.00,120500.00,0.00,0.00,0.00
2179.00,2179.00,0.00,0.00,0.00,0.00,1377.00,2179.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,1379.00,2000.00,0.00,0.00,0.00
1395.00,1395.00,0.00,0.00,0.00,0.00,1381.00,1395.00,0.00,0.00,0.00
3420.00,3420.00,0.00,0.00,0.00,0.00,1385.00,3420.00,0.00,0.00,0.00
5140.44,5140.00,0.44,0.00,0.00,0.00,1386.00,5140.44,0.00,0.00,0.00
3820.00,3820.00,0.00,0.00,0.00,0.00,1387.00,3820.00,0.00,0.00,0.00
6875.00,6875.00,0.00,0.00,0.00,0.00,1390.00,6875.00,0.00,0.00,0.00
10550.00,10550.00,0.00,0.00,0.00,0.00,1393.00,10550.00,0.00,0.00,0.00
6085.00,6085.00,0.00,0.00,0.00,0.00,1396.00,6085.00,0.00,0.00,0.00
10415.00,10415.00,0.00,0.00,0.00,0.00,1397.00,10415.00,0.00,0.00,0.00
17100.00,17100.00,0.00,0.00,0.00,0.00,1398.00,17100.00,0.00,0.00,0.00
3868.10,3868.10,0.00,0.00,0.00,0.00,1399.00,3868.10,0.00,0.00,0.00
20000.00,20000.00,0.00,0.00,0.00,0.00,1400.00,20000.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,1401.00,2000.00,0.00,0.00,0.00
8000.00,8000.00,0.00,0.00,0.00,0.00,1402.00,8000.00,0.00,0.00,0.00
31875.00,31875.00,0.00,0.00,0.00,0.00,1403.00,31875.00,0.00,0.00,0.00
4065.00,4065.00,0.00,0.00,0.00,0.00,1416.00,4065.00,0.00,0.00,0.00
1780.00,1780.00,0.00,0.00,0.00,0.00,1417.00,1780.00,1.00,14.00,165.00
3855.00,3855.00,0.00,0.00,0.00,0.00,1419.00,3855.00,2.00,21.00,325.00
4750.00,4750.00,0.00,0.00,0.00,0.00,1420.00,4750.00,2.00,22.00,405.00
4477.00,4477.00,0.00,0.00,0.00,0.00,1421.00,4477.00,2.00,23.00,405.00
904.00,904.00,0.00,0.00,0.00,0.00,1429.00,904.00,6.00,8.00,0.00
3085.00,3085.00,0.00,0.00,0.00,0.00,1430.00,3085.00,2.00,16.00,325.00
176000.00,176000.00,0.00,0.00,0.00,0.00,1432.00,176000.00,0.00,0.00,0.00
7450.00,7450.00,0.00,0.00,0.00,0.00,1433.00,7450.00,0.00,0.00,0.00
4206.00,4206.00,0.00,0.00,0.00,0.00,1434.00,4206.00,0.00,0.00,0.00
32000.00,32000.00,0.00,0.00,0.00,0.00,1438.00,32000.00,0.00,0.00,0.00
8440.00,8440.00,0.00,0.00,0.00,0.00,1439.00,8440.00,3.00,35.00,325.00
1635.00,1635.00,0.00,0.00,0.00,0.00,1440.00,1635.00,2.00,9.00,325.00
650.00,650.00,0.00,0.00,0.00,0.00,1441.00,650.00,0.00,0.00,0.00
2500.00,2500.00,0.00,0.00,0.00,0.00,1442.00,2500.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,1445.00,5325.00,2.00,35.00,262.00
2575.00,2575.00,0.00,0.00,0.00,0.00,1446.00,2575.00,2.00,14.00,325.00
700.00,700.00,0.00,0.00,0.00,0.00,1447.00,700.00,0.00,0.00,0.00
6000.00,6000.00,0.00,0.00,0.00,0.00,1449.00,6000.00,0.00,0.00,0.00
5000.00,5000.00,0.00,0.00,0.00,0.00,1453.00,5000.00,0.00,0.00,0.00
14710.00,14710.00,0.00,0.00,0.00,0.00,1457.00,14710.00,0.00,0.00,0.00
1465.00,1465.00,0.00,0.00,0.00,0.00,1460.00,1465.00,0.00,0.00,0.00
6560.00,6560.00,0.00,0.00,0.00,0.00,1464.00,6560.00,0.00,0.00,0.00
11855.00,11855.00,0.00,0.00,0.00,0.00,1465.00,11855.00,0.00,0.00,0.00
32300.00,32300.00,0.00,0.00,0.00,0.00,1466.00,32300.00,0.00,0.00,0.00
10280.00,10280.00,0.00,0.00,0.00,0.00,1467.00,10280.00,0.00,0.00,0.00
815.00,815.00,0.00,0.00,0.00,0.00,1468.00,815.00,0.00,0.00,0.00
4495.00,0.00,4495.00,0.00,0.00,0.00,1471.00,4495.00,3.00,14.00,405.00
-1090.91,-1090.00,-0.91,0.00,0.00,0.00,1488.00,-1090.91,0.00,0.00,0.00
9818.30,9818.00,0.30,0.00,0.00,0.00,1493.00,9818.30,0.00,0.00,0.00
12800.00,12800.00,0.00,0.00,0.00,0.00,1495.00,12800.00,0.00,0.00,0.00
6200.00,6200.00,0.00,0.00,0.00,0.00,1496.00,6200.00,0.00,0.00,0.00
1820.00,1820.00,0.00,0.00,0.00,0.00,1497.00,1820.00,0.00,0.00,0.00
2200.00,2200.00,0.00,0.00,0.00,0.00,1498.00,2200.00,0.00,0.00,0.00
4565.00,4565.00,0.00,0.00,0.00,0.00,1500.00,4565.00,0.00,0.00,0.00
1500.00,1500.00,0.00,0.00,0.00,0.00,1506.00,1500.00,0.00,0.00,0.00
1240.00,1240.00,0.00,0.00,0.00,0.00,1507.00,1240.00,2.00,5.00,0.00
1400.00,1400.00,0.00,0.00,0.00,0.00,1508.00,1400.00,0.00,0.00,0.00
815.00,815.00,0.00,0.00,0.00,0.00,1510.00,815.00,0.00,0.00,0.00
-6025.00,-6025.00,0.00,0.00,0.00,0.00,1516.00,-6025.00,0.00,0.00,0.00
1435.00,1435.00,0.00,0.00,0.00,0.00,1518.00,1435.00,0.00,0.00,0.00
11410.00,11410.00,0.00,0.00,0.00,0.00,1519.00,11410.00,0.00,0.00,0.00
6860.00,6860.00,0.00,0.00,0.00,0.00,1520.00,6860.00,0.00,0.00,0.00
25520.00,25520.00,0.00,0.00,0.00,0.00,1521.00,25520.00,0.00,0.00,0.00
6200.00,6200.00,0.00,0.00,0.00,0.00,1522.00,6200.00,0.00,0.00,0.00
3500.00,3500.00,0.00,0.00,0.00,0.00,1523.00,3500.00,0.00,0.00,0.00
8965.00,8965.00,0.00,0.00,0.00,0.00,1527.00,8965.00,0.00,0.00,0.00
5647.00,5647.00,0.00,0.00,0.00,0.00,1528.00,5647.00,0.00,0.00,0.00
13121.50,13121.00,0.50,0.00,0.00,0.00,1531.00,13121.50,0.00,0.00,0.00
29235.00,29235.00,0.00,0.00,0.00,0.00,1532.00,29235.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,1533.00,2000.00,0.00,0.00,0.00
4276.00,4276.00,0.00,0.00,0.00,0.00,1534.00,4276.00,0.00,0.00,0.00
2800.00,2800.00,0.00,0.00,0.00,0.00,1536.00,2800.00,0.00,0.00,0.00
2890.00,2890.00,0.00,0.00,0.00,0.00,1539.00,2890.00,0.00,0.00,0.00
4065.00,4065.00,0.00,0.00,0.00,0.00,1541.00,4065.00,0.00,0.00,0.00
1150.00,1150.00,0.00,0.00,0.00,0.00,1543.00,1150.00,0.00,0.00,0.00
10740.00,10740.00,0.00,0.00,0.00,0.00,1544.00,10740.00,0.00,0.00,0.00
4030.00,4030.00,0.00,0.00,0.00,0.00,1545.00,4030.00,0.00,0.00,0.00
5720.00,5720.00,0.00,0.00,0.00,0.00,1547.00,5720.00,0.00,0.00,0.00
16000.00,16000.00,0.00,0.00,0.00,0.00,1550.00,16000.00,0.00,0.00,0.00
6987.00,6987.00,0.00,0.00,0.00,0.00,1551.00,6987.00,0.00,0.00,0.00
3372.00,3372.00,0.00,0.00,0.00,0.00,1556.00,3372.00,0.00,0.00,0.00
2400.00,2400.00,0.00,0.00,0.00,0.00,1561.00,2400.00,0.00,0.00,0.00
23110.00,23110.00,0.00,0.00,0.00,0.00,1562.00,23110.00,0.00,0.00,0.00
-1150.00,-1150.00,0.00,0.00,0.00,0.00,1564.00,-1150.00,0.00,0.00,0.00
3910.00,3910.00,0.00,0.00,0.00,0.00,1566.00,3910.00,0.00,0.00,0.00
2300.00,2300.00,0.00,0.00,0.00,0.00,1567.00,2300.00,0.00,0.00,0.00
-1200.00,-1200.00,0.00,0.00,0.00,0.00,1568.00,-1200.00,0.00,0.00,0.00
11050.00,11050.00,0.00,0.00,0.00,0.00,1573.00,11050.00,0.00,0.00,0.00
9730.00,9730.00,0.00,0.00,0.00,0.00,1577.00,9730.00,0.00,0.00,0.00
5370.00,5370.00,0.00,0.00,0.00,0.00,1578.00,5370.00,0.00,0.00,0.00
4300.00,4300.00,0.00,0.00,0.00,0.00,1579.00,4300.00,0.00,0.00,0.00
1995.00,0.00,1995.00,0.00,0.00,0.00,1580.00,1995.00,0.00,0.00,0.00
8000.00,8000.00,0.00,0.00,0.00,0.00,1581.00,8000.00,0.00,0.00,0.00
3405.00,0.00,3405.00,0.00,0.00,0.00,1587.00,3405.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,1588.00,2000.00,0.00,0.00,0.00
1425.00,1425.00,0.00,0.00,0.00,0.00,1589.00,1425.00,0.00,0.00,0.00
1065.00,1065.00,0.00,0.00,0.00,0.00,1590.00,1065.00,0.00,0.00,0.00
1788.00,1788.00,0.00,0.00,0.00,0.00,1591.00,1788.00,0.00,0.00,0.00
6720.00,6720.00,0.00,0.00,0.00,0.00,1592.00,6720.00,0.00,0.00,0.00
1700.00,1700.00,0.00,0.00,0.00,0.00,1597.00,1700.00,0.00,0.00,0.00
3640.00,3640.00,0.00,0.00,0.00,0.00,1598.00,3640.00,0.00,0.00,0.00
2525.00,2525.00,0.00,0.00,0.00,0.00,1601.00,2525.00,0.00,0.00,0.00
1900.00,1900.00,0.00,0.00,0.00,0.00,1612.00,1900.00,0.00,0.00,0.00
-400.00,-400.00,0.00,0.00,0.00,0.00,1613.00,-400.00,0.00,0.00,0.00
3700.00,3700.00,0.00,0.00,0.00,0.00,1620.00,3700.00,0.00,0.00,0.00
5600.00,5600.00,0.00,0.00,0.00,0.00,1621.00,5600.00,0.00,0.00,0.00
7039.00,7039.00,0.00,0.00,0.00,0.00,1622.00,7039.00,0.00,0.00,0.00
13856.00,13856.00,0.00,0.00,0.00,0.00,1623.00,13856.00,0.00,0.00,0.00
5700.00,5700.00,0.00,0.00,0.00,0.00,1629.00,5700.00,0.00,0.00,0.00
3770.00,3770.00,0.00,0.00,0.00,0.00,1630.00,3770.00,0.00,0.00,0.00
2850.00,2850.00,0.00,0.00,0.00,0.00,1632.00,2850.00,0.00,0.00,0.00
2850.00,2850.00,0.00,0.00,0.00,0.00,1633.00,2850.00,0.00,0.00,0.00
