total,paid_total,balance,breakdowns_labor_0_hours,breakdowns_labor_0_rate,breakdowns_material_0_rate,Slug,Total,Labor0Breakdown_quantity0total0,Labor0Breakdown_hourstotal,Labor0Breakdown_ratetotal
45640.00,45640.00,0.00,0.00,0.00,0.00,2373.00,45640.00,0.00,0.00,0.00
36000.00,36000.00,0.00,0.00,0.00,0.00,2375.00,36000.00,0.00,0.00,0.00
5280.00,5280.00,0.00,0.00,0.00,0.00,2377.00,5280.00,0.00,0.00,0.00
545.00,545.00,0.00,0.00,0.00,0.00,2379.00,545.00,0.00,0.00,0.00
975.00,0.00,975.00,0.00,0.00,0.00,2380.00,975.00,0.00,0.00,0.00
2560.00,2560.00,0.00,0.00,0.00,0.00,2384.00,2560.00,0.00,0.00,0.00
17940.00,17940.00,0.00,0.00,0.00,0.00,2390.00,17940.00,0.00,0.00,0.00
-5540.00,-5540.00,0.00,0.00,0.00,0.00,2391.00,-5540.00,0.00,0.00,0.00
1635.00,1635.00,0.00,0.00,0.00,0.00,2392.00,1635.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2397.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2398.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2399.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2400.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2401.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2402.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2403.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2404.00,5925.00,0.00,0.00,0.00
4660.00,4660.00,0.00,0.00,0.00,0.00,2419.00,4660.00,0.00,0.00,0.00
5600.00,5600.00,0.00,0.00,0.00,0.00,2422.00,5600.00,0.00,0.00,0.00
3040.00,3040.00,0.00,0.00,0.00,0.00,2432.00,3040.00,0.00,0.00,0.00
5200.00,5200.00,0.00,0.00,0.00,0.00,2438.00,5200.00,0.00,0.00,0.00
2110.00,2110.00,0.00,0.00,0.00,0.00,2439.00,2110.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,2440.00,2310.00,0.00,0.00,0.00
4575.00,4575.00,0.00,0.00,0.00,0.00,2443.00,4575.00,0.00,0.00,0.00
5410.00,0.00,5410.00,0.00,0.00,0.00,2445.00,5410.00,0.00,0.00,0.00
3450.00,3450.00,0.00,0.00,0.00,0.00,2447.00,3450.00,0.00,0.00,0.00
8940.00,8940.00,0.00,0.00,0.00,0.00,2448.00,8940.00,0.00,0.00,0.00
5105.00,5105.00,0.00,0.00,0.00,0.00,2449.00,5105.00,0.00,0.00,0.00
7250.00,0.00,7250.00,0.00,0.00,0.00,2450.00,7250.00,0.00,0.00,0.00
30300.00,0.00,30300.00,0.00,0.00,0.00,2454.00,30300.00,0.00,0.00,0.00
8595.00,8595.00,0.00,0.00,0.00,0.00,2455.00,8595.00,0.00,0.00,0.00
2656.50,2656.00,0.50,0.00,0.00,0.00,2456.00,2656.50,0.00,0.00,0.00
360.00,360.00,0.00,0.00,0.00,0.00,2459.00,360.00,0.00,0.00,0.00
2155.00,2155.00,0.00,0.00,0.00,0.00,2461.00,2155.00,0.00,0.00,0.00
3840.00,3840.00,0.00,0.00,0.00,0.00,2463.00,3840.00,0.00,0.00,0.00
945.00,945.00,0.00,0.00,0.00,0.00,2465.00,945.00,0.00,0.00,0.00
1425.00,1425.00,0.00,0.00,0.00,0.00,2467.00,1425.00,0.00,0.00,0.00
8000.00,8000.00,0.00,0.00,0.00,0.00,2471.00,8000.00,0.00,0.00,0.00
2870.00,2870.00,0.00,0.00,0.00,0.00,2472.00,2870.00,0.00,0.00,0.00
2730.00,2730.00,0.00,0.00,0.00,0.00,2473.00,2730.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2474.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2475.00,5925.00,0.00,0.00,0.00
13560.00,13560.00,0.00,0.00,0.00,0.00,2476.00,13560.00,0.00,0.00,0.00
2960.00,2960.00,0.00,0.00,0.00,0.00,2477.00,2960.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,2478.00,1155.00,0.00,0.00,0.00
5280.00,5280.00,0.00,0.00,0.00,0.00,2479.00,5280.00,0.00,0.00,0.00
10660.00,10660.00,0.00,0.00,0.00,0.00,2481.00,10660.00,0.00,0.00,0.00
9240.00,9240.00,0.00,0.00,0.00,0.00,2482.00,9240.00,0.00,0.00,0.00
1025.00,1025.00,0.00,0.00,0.00,0.00,2484.00,1025.00,0.00,0.00,0.00
2500.00,2500.00,0.00,0.00,0.00,0.00,2485.00,2500.00,0.00,0.00,0.00
5313.00,5313.00,0.00,0.00,0.00,0.00,2486.00,5313.00,0.00,0.00,0.00
4358.00,4358.00,0.00,0.00,0.00,0.00,2487.00,4358.00,0.00,0.00,0.00
3000.00,3000.00,0.00,0.00,0.00,0.00,2489.00,3000.00,0.00,0.00,0.00
12660.00,12660.00,0.00,0.00,0.00,0.00,2492.00,12660.00,0.00,0.00,0.00
2025.00,2025.00,0.00,0.00,0.00,0.00,2493.00,2025.00,0.00,0.00,0.00
1765.00,1765.00,0.00,0.00,0.00,0.00,2495.00,1765.00,0.00,0.00,0.00
875.00,875.00,0.00,0.00,0.00,0.00,2496.00,875.00,0.00,0.00,0.00
8619.52,0.00,8619.52,0.00,0.00,0.00,2498.00,8619.52,0.00,0.00,0.00
12555.00,12555.00,0.00,0.00,0.00,0.00,2499.00,12555.00,0.00,0.00,0.00
5785.00,5785.00,0.00,0.00,0.00,0.00,2500.00,5785.00,0.00,0.00,0.00
2880.00,2880.00,0.00,0.00,0.00,0.00,2502.00,2880.00,0.00,0.00,0.00
5315.00,5315.00,0.00,0.00,0.00,0.00,2504.00,5315.00,0.00,0.00,0.00
990.00,990.00,0.00,0.00,0.00,0.00,2506.00,990.00,0.00,0.00,0.00
240.00,240.00,0.00,0.00,0.00,0.00,2508.00,240.00,0.00,0.00,0.00
1145.00,1145.00,0.00,0.00,0.00,0.00,2510.00,1145.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,2512.00,1330.00,0.00,0.00,0.00
760.00,760.00,0.00,0.00,0.00,0.00,2514.00,760.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,2516.00,1520.00,0.00,0.00,0.00
2656.50,2656.00,0.50,0.00,0.00,0.00,2518.00,2656.50,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2522.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2524.00,5925.00,0.00,0.00,0.00
2250.00,2250.00,0.00,0.00,0.00,0.00,2552.00,2250.00,0.00,0.00,0.00
6000.00,6000.00,0.00,0.00,0.00,0.00,2553.00,6000.00,0.00,0.00,0.00
1295.00,1295.00,0.00,0.00,0.00,0.00,2555.00,1295.00,0.00,0.00,0.00
10.00,10.00,0.00,0.00,0.00,0.00,2557.00,10.00,0.00,0.00,0.00
21990.00,21990.00,0.00,0.00,0.00,0.00,2558.00,21990.00,0.00,0.00,0.00
6440.00,6440.00,0.00,0.00,0.00,0.00,2559.00,6440.00,0.00,0.00,0.00
7355.00,7355.00,0.00,0.00,0.00,0.00,2560.00,7355.00,0.00,0.00,0.00
3775.00,3775.00,0.00,0.00,0.00,0.00,2561.00,3775.00,0.00,0.00,0.00
1480.00,1480.00,0.00,0.00,0.00,0.00,2562.00,1480.00,0.00,0.00,0.00
675.00,675.00,0.00,0.00,0.00,0.00,2573.00,675.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2576.00,5925.00,0.00,0.00,0.00
7530.00,7530.00,0.00,0.00,0.00,0.00,2579.00,7530.00,0.00,0.00,0.00
15200.00,15200.00,0.00,0.00,0.00,0.00,2583.00,15200.00,0.00,0.00,0.00
11550.00,11550.00,0.00,35.00,165.00,805.00,2585.00,11550.00,2.00,35.00,165.00
350.00,350.00,0.00,0.00,0.00,0.00,2587.00,350.00,0.00,0.00,0.00
1680.00,1680.00,0.00,0.00,0.00,0.00,2588.00,1680.00,0.00,0.00,0.00
1660.00,1660.00,0.00,0.00,0.00,0.00,2589.00,1660.00,0.00,0.00,0.00
1840.00,1840.00,0.00,0.00,0.00,0.00,2590.00,1840.00,0.00,0.00,0.00
1320.00,1320.00,0.00,0.00,0.00,0.00,2591.00,1320.00,0.00,0.00,0.00
3400.00,3400.00,0.00,0.00,0.00,0.00,2592.00,3400.00,0.00,0.00,0.00
2680.00,2680.00,0.00,0.00,0.00,0.00,2593.00,2680.00,0.00,0.00,0.00
4575.00,4575.00,0.00,0.00,0.00,0.00,2594.00,4575.00,0.00,0.00,0.00
4820.00,4820.00,0.00,0.00,0.00,0.00,2595.00,4820.00,0.00,0.00,0.00
2375.00,0.00,2375.00,0.00,0.00,0.00,2598.00,2375.00,0.00,0.00,0.00
1230.00,1230.00,0.00,0.00,0.00,0.00,2602.00,1230.00,0.00,0.00,0.00
22775.00,22775.00,0.00,0.00,0.00,0.00,2604.00,22775.00,0.00,0.00,0.00
1995.00,1995.00,0.00,0.00,0.00,0.00,2609.00,1995.00,0.00,0.00,0.00
1680.00,1680.00,0.00,0.00,0.00,0.00,2613.00,1680.00,0.00,0.00,0.00
3060.00,3060.00,0.00,0.00,0.00,0.00,2614.00,3060.00,0.00,0.00,0.00
5640.00,5640.00,0.00,0.00,0.00,0.00,2620.00,5640.00,0.00,0.00,0.00
500.00,500.00,0.00,0.00,0.00,0.00,2622.00,500.00,0.00,0.00,0.00
2205.00,2205.00,0.00,0.00,0.00,0.00,2643.00,2205.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2645.00,5925.00,0.00,0.00,0.00
6320.00,6320.00,0.00,0.00,0.00,0.00,2646.00,6320.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2648.00,5925.00,0.00,0.00,0.00
865.00,865.00,0.00,0.00,0.00,0.00,2650.00,865.00,2.00,5.00,325.00
3900.00,3900.00,0.00,0.00,0.00,0.00,2651.00,3900.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,2652.00,2000.00,0.00,0.00,0.00
2425.00,2425.00,0.00,0.00,0.00,0.00,2657.00,2425.00,2.00,14.00,325.00
7800.00,7800.00,0.00,0.00,0.00,0.00,2662.00,7800.00,0.00,0.00,0.00
975.00,975.00,0.00,0.00,0.00,0.00,2663.00,975.00,1.00,5.00,165.00
12750.00,12750.00,0.00,0.00,0.00,0.00,2664.00,12750.00,0.00,0.00,0.00
12540.00,12540.00,0.00,0.00,0.00,0.00,2665.00,12540.00,4.00,48.00,205.00
1920.00,1920.00,0.00,0.00,0.00,0.00,2666.00,1920.00,0.00,0.00,0.00
3000.00,0.00,3000.00,0.00,0.00,0.00,2680.00,3000.00,2.00,16.00,325.00
5880.00,5880.00,0.00,0.00,0.00,0.00,2685.00,5880.00,21.00,97.00,60.00
1395.00,1395.00,0.00,0.00,0.00,0.00,2687.00,1395.00,1.00,7.00,165.00
2685.00,2685.00,0.00,0.00,0.00,0.00,2690.00,2685.00,1.00,14.00,165.00
2690.00,2690.00,0.00,0.00,0.00,0.00,2692.00,2690.00,1.00,14.00,165.00
1380.00,1380.00,0.00,0.00,0.00,0.00,2694.00,1380.00,1.00,7.00,165.00
3965.00,3965.00,0.00,0.00,0.00,0.00,2696.00,3965.00,1.00,21.00,165.00
4660.00,4660.00,0.00,0.00,0.00,0.00,2698.00,4660.00,1.00,24.00,165.00
645.00,645.00,0.00,0.00,0.00,0.00,2699.00,645.00,1.00,3.00,165.00
1335.00,1335.00,0.00,0.00,0.00,0.00,2700.00,1335.00,1.00,7.00,165.00
3235.00,3235.00,0.00,0.00,0.00,0.00,2701.00,3235.00,2.00,14.00,405.00
1720.00,1720.00,0.00,0.00,0.00,0.00,2702.00,1720.00,2.00,8.00,325.00
4500.00,4500.00,0.00,0.00,0.00,0.00,2703.00,4500.00,0.00,0.00,0.00
4090.00,4090.00,0.00,0.00,0.00,0.00,2704.00,4090.00,1.00,0.00,0.00
6295.00,6295.00,0.00,0.00,0.00,0.00,2707.00,6295.00,1.00,28.00,205.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2709.00,5925.00,1.00,35.00,165.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2711.00,5925.00,1.00,35.00,165.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2713.00,5925.00,1.00,35.00,165.00
2840.00,2840.00,0.00,0.00,0.00,0.00,2714.00,2840.00,2.00,16.00,165.00
-1407.00,0.00,-1407.00,0.00,0.00,0.00,2716.00,-1407.00,0.00,0.00,0.00
2530.00,2530.00,0.00,0.00,0.00,0.00,2717.00,2530.00,2.00,14.00,325.00
3190.00,3190.00,0.00,0.00,0.00,0.00,2718.00,3190.00,3.00,18.00,325.00
3680.00,3680.00,0.00,0.00,0.00,0.00,2719.00,3680.00,3.00,19.00,325.00
2610.00,2610.00,0.00,0.00,0.00,0.00,2720.00,2610.00,5.00,15.00,325.00
4010.00,4010.00,0.00,0.00,0.00,0.00,2721.00,4010.00,3.00,23.00,325.00
4885.00,4885.00,0.00,0.00,0.00,0.00,2722.00,4885.00,4.00,28.00,325.00
5725.00,5725.00,0.00,0.00,0.00,0.00,2723.00,5725.00,3.00,33.00,325.00
1255.00,1255.00,0.00,0.00,0.00,0.00,2724.00,1255.00,1.00,7.00,165.00
10810.00,10810.00,0.00,0.00,0.00,0.00,2725.00,10810.00,9.00,60.00,325.00
2045.00,2045.00,0.00,0.00,0.00,0.00,2726.00,2045.00,2.00,11.00,325.00
4170.00,4170.00,0.00,0.00,0.00,0.00,2728.00,4170.00,3.00,24.00,325.00
3960.00,3960.00,0.00,0.00,0.00,0.00,2729.00,3960.00,4.00,28.00,165.00
1505.00,1505.00,0.00,0.00,0.00,0.00,2730.00,1505.00,2.00,8.00,325.00
4735.00,4735.00,0.00,0.00,0.00,0.00,2733.00,4735.00,3.00,22.00,325.00
330.00,330.00,0.00,0.00,0.00,0.00,2734.00,330.00,2.00,2.00,165.00
5290.00,5290.00,0.00,0.00,0.00,0.00,2735.00,5290.00,5.00,28.00,325.00
1470.00,1470.00,0.00,0.00,0.00,0.00,2736.00,1470.00,1.00,8.00,165.00
5750.00,5750.00,0.00,0.00,0.00,0.00,2737.00,5750.00,0.00,0.00,0.00
1311.00,1311.00,0.00,0.00,0.00,0.00,2739.00,1311.00,2.00,7.00,325.00
995.00,995.00,0.00,0.00,0.00,0.00,2740.00,995.00,1.00,3.00,165.00
5415.00,5415.00,0.00,0.00,0.00,0.00,2742.00,5415.00,4.00,28.00,165.00
5500.00,5500.00,0.00,0.00,0.00,0.00,2745.00,5500.00,0.00,0.00,0.00
1600.00,1600.00,0.00,0.00,0.00,0.00,2747.00,1600.00,2.00,8.00,325.00
7435.00,7435.00,0.00,0.00,0.00,0.00,2749.00,7435.00,3.00,42.00,325.00
1355.00,1355.00,0.00,0.00,0.00,0.00,2750.00,1355.00,1.00,7.00,165.00
2280.00,2280.00,0.00,0.00,0.00,0.00,2752.00,2280.00,2.00,12.00,325.00
2040.00,2040.00,0.00,0.00,0.00,0.00,2756.00,2040.00,3.00,11.00,325.00
1450.00,1450.00,0.00,0.00,0.00,0.00,2757.00,1450.00,4.00,8.00,325.00
19193.00,19193.00,0.00,0.00,0.00,0.00,2758.00,19193.00,0.00,0.00,0.00
11420.00,11420.00,0.00,0.00,0.00,0.00,2759.00,11420.00,4.00,48.00,165.00
11625.00,0.00,11625.00,0.00,0.00,0.00,2760.00,11625.00,0.00,0.00,0.00
6705.00,6705.00,0.00,0.00,0.00,0.00,2761.00,6705.00,3.00,38.00,325.00
2660.00,2660.00,0.00,0.00,0.00,0.00,2762.00,2660.00,2.00,14.00,165.00
10160.00,0.00,10160.00,0.00,0.00,0.00,2764.00,10160.00,6.00,40.00,443.00
4320.00,4320.00,0.00,0.00,0.00,0.00,2767.00,4320.00,3.00,24.00,325.00
2205.00,2205.00,0.00,0.00,0.00,0.00,2768.00,2205.00,2.00,12.00,325.00
11850.00,11850.00,0.00,0.00,0.00,0.00,2771.00,11850.00,1.00,70.00,169.00
3490.00,3490.00,0.00,0.00,0.00,0.00,2772.00,3490.00,0.00,0.00,0.00
14880.00,14880.00,0.00,0.00,0.00,0.00,2773.00,14880.00,0.00,0.00,0.00
17765.00,17765.00,0.00,0.00,0.00,0.00,2774.00,17765.00,5.00,79.00,325.00
14855.00,14855.00,0.00,0.00,0.00,0.00,2776.00,14855.00,0.00,0.00,0.00
3915.00,3915.00,0.00,0.00,0.00,0.00,2780.00,3915.00,3.00,14.00,325.00
2115.00,2115.00,0.00,0.00,0.00,0.00,2781.00,2115.00,2.00,13.00,325.00
10500.00,10500.00,0.00,0.00,0.00,0.00,2786.00,10500.00,10.00,42.00,165.00
6090.00,6090.00,0.00,0.00,0.00,0.00,2803.00,6090.00,3.00,30.00,173.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2811.00,5925.00,1.00,35.00,169.00
825.00,825.00,0.00,0.00,0.00,0.00,2813.00,825.00,1.00,5.00,165.00
750.00,750.00,0.00,0.00,0.00,0.00,2815.00,750.00,2.00,4.00,325.00
12300.00,12300.00,0.00,0.00,0.00,0.00,2817.00,12300.00,24.00,36.00,330.00
6150.00,6150.00,0.00,0.00,0.00,0.00,2820.00,6150.00,0.00,0.00,0.00
5770.00,5770.00,0.00,0.00,0.00,0.00,2821.00,5770.00,0.00,0.00,0.00
3050.00,3050.00,0.00,0.00,0.00,0.00,2826.00,3050.00,3.00,17.00,325.00
3150.00,0.00,3150.00,0.00,0.00,0.00,2841.00,3150.00,0.00,0.00,0.00
1040.00,1040.00,0.00,0.00,0.00,0.00,2844.00,1040.00,0.00,0.00,0.00
7475.00,7475.00,0.00,0.00,0.00,0.00,2845.00,7475.00,5.00,115.00,65.00
1720.00,1720.00,0.00,0.00,0.00,0.00,2846.00,1720.00,1.00,8.00,165.00
4400.00,0.00,4400.00,0.00,0.00,0.00,2847.00,4400.00,0.00,0.00,0.00
1665.00,1665.00,0.00,0.00,0.00,0.00,2852.00,1665.00,1.00,7.00,165.00
1855.00,1855.00,0.00,0.00,0.00,0.00,2854.00,1855.00,1.00,7.00,205.00
1475.00,1475.00,0.00,0.00,0.00,0.00,2857.00,1475.00,1.00,7.00,165.00
2520.00,2520.00,0.00,0.00,0.00,0.00,2861.00,2520.00,7.00,42.00,60.00
1445.00,1445.00,0.00,0.00,0.00,0.00,2863.00,1445.00,1.00,7.00,154.00
1260.00,1260.00,0.00,0.00,0.00,0.00,2865.00,1260.00,2.00,6.00,154.00
3840.00,3840.00,0.00,0.00,0.00,0.00,2867.00,3840.00,4.00,64.00,60.00
2755.00,2755.00,0.00,0.00,0.00,0.00,2869.00,2755.00,1.00,14.00,165.00
2455.00,0.00,2455.00,0.00,0.00,0.00,2875.00,2455.00,0.00,0.00,0.00
-31200.00,-31200.00,0.00,0.00,0.00,0.00,2907.00,-31200.00,0.00,0.00,0.00
2825.00,2825.00,0.00,0.00,0.00,0.00,2944.00,2825.00,0.00,0.00,0.00
1395.00,1395.00,0.00,0.00,0.00,0.00,2945.00,1395.00,0.00,0.00,0.00
1050.00,1050.00,0.00,0.00,0.00,0.00,2946.00,1050.00,0.00,0.00,0.00
1900.00,1900.00,0.00,0.00,0.00,0.00,2956.00,1900.00,0.00,0.00,0.00
1060.00,1060.00,0.00,0.00,0.00,0.00,2957.00,1060.00,0.00,0.00,0.00
1240.00,1240.00,0.00,0.00,0.00,0.00,2958.00,1240.00,0.00,0.00,0.00
11975.00,11975.00,0.00,0.00,0.00,0.00,2959.00,11975.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2961.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2963.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,2965.00,5925.00,0.00,0.00,0.00
375.00,375.00,0.00,0.00,0.00,0.00,2967.00,375.00,0.00,0.00,0.00
330.00,330.00,0.00,0.00,0.00,0.00,2969.00,330.00,0.00,0.00,0.00
7950.00,7950.00,0.00,0.00,0.00,0.00,2972.00,7950.00,0.00,0.00,0.00
4180.00,0.00,4180.00,0.00,0.00,0.00,2978.00,4180.00,0.00,0.00,0.00
1990.00,1990.00,0.00,0.00,0.00,0.00,2979.00,1990.00,0.00,0.00,0.00
1305.00,1305.00,0.00,0.00,0.00,0.00,2981.00,1305.00,0.00,0.00,0.00
17645.00,17645.00,0.00,0.00,0.00,0.00,2983.00,17645.00,0.00,0.00,0.00
1200.00,1200.00,0.00,0.00,0.00,0.00,2984.00,1200.00,0.00,0.00,0.00
15050.00,15050.00,0.00,0.00,0.00,0.00,2986.00,15050.00,0.00,0.00,0.00
4700.00,4700.00,0.00,0.00,0.00,0.00,2987.00,4700.00,0.00,0.00,0.00
19560.00,19560.00,0.00,0.00,0.00,0.00,2989.00,19560.00,0.00,0.00,0.00
1140.00,1140.00,0.00,0.00,0.00,0.00,2990.00,1140.00,0.00,0.00,0.00
6715.00,0.00,6715.00,0.00,0.00,0.00,2993.00,6715.00,0.00,0.00,0.00
13600.00,13600.00,0.00,0.00,0.00,0.00,3001.00,13600.00,0.00,0.00,0.00
1280.00,1280.00,0.00,0.00,0.00,0.00,3002.00,1280.00,0.00,0.00,0.00
2160.00,2160.00,0.00,0.00,0.00,0.00,3003.00,2160.00,0.00,0.00,0.00
1280.00,1280.00,0.00,0.00,0.00,0.00,3004.00,1280.00,0.00,0.00,0.00
3420.00,3420.00,0.00,0.00,0.00,0.00,3005.00,3420.00,0.00,0.00,0.00
5125.00,5125.00,0.00,0.00,0.00,0.00,3009.00,5125.00,0.00,0.00,0.00
5040.00,5040.00,0.00,0.00,0.00,0.00,3011.00,5040.00,0.00,0.00,0.00
2635.00,2635.00,0.00,0.00,0.00,0.00,3013.00,2635.00,0.00,0.00,0.00
9820.00,9820.00,0.00,0.00,0.00,0.00,3015.00,9820.00,0.00,0.00,0.00
1435.00,1435.00,0.00,0.00,0.00,0.00,3017.00,1435.00,0.00,0.00,0.00
2880.00,2880.00,0.00,0.00,0.00,0.00,3018.00,2880.00,0.00,0.00,0.00
3360.00,3360.00,0.00,0.00,0.00,0.00,3020.00,3360.00,0.00,0.00,0.00
826.00,826.00,0.00,0.00,0.00,0.00,3021.00,826.00,0.00,0.00,0.00
7905.00,7905.00,0.00,0.00,0.00,0.00,3023.00,7905.00,0.00,0.00,0.00
770.00,770.00,0.00,0.00,0.00,0.00,3024.00,770.00,0.00,0.00,0.00
4700.00,4700.00,0.00,0.00,0.00,0.00,3026.00,4700.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,3027.00,1330.00,0.00,0.00,0.00
3476.00,3476.00,0.00,0.00,0.00,0.00,3028.00,3476.00,0.00,0.00,0.00
4750.00,4750.00,0.00,0.00,0.00,0.00,3029.00,4750.00,0.00,0.00,0.00
3855.00,3855.00,0.00,0.00,0.00,0.00,3030.00,3855.00,0.00,0.00,0.00
2400.00,2400.00,0.00,0.00,0.00,0.00,3032.00,2400.00,0.00,0.00,0.00
3780.00,3780.00,0.00,0.00,0.00,0.00,3034.00,3780.00,0.00,0.00,0.00
2560.00,2560.00,0.00,0.00,0.00,0.00,3036.00,2560.00,0.00,0.00,0.00
945.00,945.00,0.00,0.00,0.00,0.00,3038.00,945.00,0.00,0.00,0.00
3320.00,3320.00,0.00,0.00,0.00,0.00,3040.00,3320.00,0.00,0.00,0.00
7225.00,7225.00,0.00,0.00,0.00,0.00,3042.00,7225.00,0.00,0.00,0.00
2880.00,2880.00,0.00,0.00,0.00,0.00,3044.00,2880.00,0.00,0.00,0.00
2760.00,2760.00,0.00,0.00,0.00,0.00,3046.00,2760.00,0.00,0.00,0.00
880.00,880.00,0.00,0.00,0.00,0.00,3047.00,880.00,0.00,0.00,0.00
1380.00,1380.00,0.00,0.00,0.00,0.00,3048.00,1380.00,0.00,0.00,0.00
4235.00,0.00,4235.00,0.00,0.00,0.00,3052.00,4235.00,0.00,0.00,0.00
4400.00,0.00,4400.00,0.00,0.00,0.00,3053.00,4400.00,0.00,0.00,0.00
1425.00,1425.00,0.00,0.00,0.00,0.00,3054.00,1425.00,0.00,0.00,0.00
1460.00,1460.00,0.00,0.00,0.00,0.00,3055.00,1460.00,0.00,0.00,0.00
4220.00,4220.00,0.00,0.00,0.00,0.00,3056.00,4220.00,0.00,0.00,0.00
2505.00,2505.00,0.00,0.00,0.00,0.00,3057.00,2505.00,0.00,0.00,0.00
5680.00,5680.00,0.00,0.00,0.00,0.00,3058.00,5680.00,0.00,0.00,0.00
9140.00,5495.00,3645.00,0.00,0.00,0.00,3059.00,9140.00,0.00,0.00,0.00
86400.00,86400.00,0.00,0.00,0.00,0.00,3060.00,86400.00,0.00,0.00,0.00
1860.00,1860.00,0.00,0.00,0.00,0.00,3061.00,1860.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3062.00,0.00,0.00,0.00,0.00
6175.00,0.00,6175.00,0.00,0.00,0.00,3063.00,6175.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3065.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3067.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3069.00,5925.00,0.00,0.00,0.00
3795.00,3795.00,0.00,0.00,0.00,0.00,3071.00,3795.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3073.00,5925.00,0.00,0.00,0.00
655.00,655.00,0.00,0.00,0.00,0.00,3075.00,655.00,0.00,0.00,0.00
4390.00,4390.00,0.00,0.00,0.00,0.00,3077.00,4390.00,0.00,0.00,0.00
3465.00,3465.00,0.00,0.00,0.00,0.00,3079.00,3465.00,0.00,0.00,0.00
3260.00,3260.00,0.00,0.00,0.00,0.00,3082.00,3260.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,3084.00,2310.00,0.00,0.00,0.00
1920.00,1920.00,0.00,0.00,0.00,0.00,3086.00,1920.00,0.00,0.00,0.00
660.00,660.00,0.00,0.00,0.00,0.00,3088.00,660.00,0.00,0.00,0.00
1755.00,1755.00,0.00,0.00,0.00,0.00,3090.00,1755.00,0.00,0.00,0.00
2550.00,2550.00,0.00,0.00,0.00,0.00,3092.00,2550.00,0.00,0.00,0.00
-4320.00,-4320.00,0.00,0.00,0.00,0.00,3096.00,-4320.00,0.00,0.00,0.00
32700.00,0.00,32700.00,0.00,0.00,0.00,3099.00,32700.00,0.00,0.00,0.00
5020.00,5020.00,0.00,0.00,0.00,0.00,3101.00,5020.00,0.00,0.00,0.00
3530.00,0.00,3530.00,0.00,0.00,0.00,3103.00,3530.00,0.00,0.00,0.00
3765.00,3765.00,0.00,0.00,0.00,0.00,3107.00,3765.00,0.00,0.00,0.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3109.00,1320.00,0.00,0.00,0.00
18550.00,18550.00,0.00,0.00,0.00,0.00,3110.00,18550.00,0.00,0.00,0.00
3440.00,3440.00,0.00,0.00,0.00,0.00,3111.00,3440.00,0.00,0.00,0.00
2055.00,2055.00,0.00,0.00,0.00,0.00,3112.00,2055.00,0.00,0.00,0.00
